type	latitude	longitude	altitude (m)	slope (%)	distance (km)	distance_interval (m)	name	desc
T	20.561812272	-75.212077310	138.0	-17.8	8.391	18.97		
T	20.561820659	-75.212347954	134.7	-11.6	8.419	28.24		
T	20.561824705	-75.212496068	134.0	-4.7	8.434	15.45		
T	20.561801321	-75.212643408	134.7	4.5	8.450	15.58		
T	20.561777007	-75.212760430	135.4	5.7	8.463	12.50		
T	20.561780580	-75.212906386	137.1	11.2	8.478	15.22		
T	20.561756299	-75.213023165	138.3	9.2	8.490	12.47		
T	20.561732054	-75.213139885	140.1	14.5	8.503	12.46		
T	20.561707851	-75.213256569	142.0	15.7	8.515	12.46		
T	20.561683670	-75.213373141	144.2	17.5	8.528	12.45		
T	20.561660169	-75.213518408	147.6	21.9	8.543	15.37		
T	20.561664465	-75.213692373	151.1	19.6	8.561	18.15		
T	20.561668112	-75.213837523	153.3	14.2	8.576	15.14		
T	20.561671079	-75.213953919	154.8	12.3	8.588	12.14		
T	20.561675526	-75.214128393	156.7	10.5	8.607	18.20		
T	20.561680711	-75.214331761	156.5	-0.8	8.628	21.21		
T	20.561659435	-75.214538374	155.6	-4.4	8.649	21.67		
T	20.561637551	-75.214716757	154.7	-4.6	8.668	18.76		
T	20.561616529	-75.214925050	153.1	-7.2	8.690	21.84		
T	20.561594666	-75.215103766	151.6	-8.4	8.709	18.79		
T	20.561571119	-75.215223050	150.5	-8.6	8.722	12.71		
T	20.561574622	-75.215343037	149.7	-6.1	8.734	12.52		
T	20.561551096	-75.215462695	149.1	-4.9	8.747	12.75		
T	20.561554596	-75.215582792	148.6	-3.5	8.759	12.53		
T	20.561531059	-75.215702520	148.5	-0.7	8.772	12.75		
T	20.561535416	-75.215852661	148.5	0.1	8.788	15.66		
T	20.561511786	-75.215971752	148.1	-3.5	8.800	12.69		
T	20.561516952	-75.216151575	147.7	-2.4	8.819	18.76		
T	20.561522120	-75.216331514	146.4	-6.5	8.838	18.77		
T	20.561527292	-75.216511569	145.8	-3.5	8.857	18.78		
T	20.561502859	-75.216601595	146.0	2.2	8.867	9.77		
T	20.561507461	-75.216754771	145.9	-0.6	8.883	15.98		
T	20.561511165	-75.216877625	145.9	-0.2	8.895	12.82		
T	20.561542037	-75.217001732	144.5	-10.2	8.909	13.38		
T	20.561572952	-75.217126021	142.4	-15.8	8.922	13.40		
T	20.561631956	-75.217259256	139.0	-22.1	8.937	15.35		
T	20.561664453	-75.217397317	135.3	-25.3	8.952	14.84		
T	20.561697088	-75.217535968	129.0	-42.3	8.967	14.90		
T	20.561729863	-75.217675210	118.2	-72.0	8.982	14.97		
T	20.561762399	-75.217811827	108.4	-66.7	8.997	14.69		
T	20.561824448	-75.217988704	97.4	-55.6	9.017	19.68		
T	20.561859507	-75.218167993	89.2	-43.3	9.036	19.09		
T	20.561893143	-75.218311568	82.5	-42.9	9.051	15.43		
T	20.561925662	-75.218445359	77.8	-33.0	9.065	14.41		
T	20.561933022	-75.218646254	72.1	-27.3	9.086	20.96		
T	20.561966425	-75.218786561	66.6	-35.9	9.102	15.09		
T	20.561998742	-75.218917964	62.2	-31.2	9.116	14.16		
T	20.562030823	-75.219047188	58.0	-30.3	9.130	13.93		
T	20.562063149	-75.219178209	54.0	-28.6	9.144	14.12		
T	20.562123719	-75.219312094	54.0	-0.0	9.159	15.49		
T	20.562156621	-75.219471052	54.5	2.9	9.176	16.97		
T	20.562187698	-75.219591789	55.6	8.9	9.189	13.05		
T	20.562218791	-75.219712680	56.9	9.6	9.202	13.07		
T	20.562278574	-75.219863931	59.3	14.4	9.219	17.10		
T	20.562337792	-75.219986607	62.5	22.3	9.234	14.37		
T	20.562397067	-75.220109571	65.1	17.4	9.248	14.40		
T	20.562456370	-75.220232590	67.4	16.4	9.263	14.41		
T	20.562515701	-75.220355665	69.0	10.6	9.277	14.42		
T	20.562575780	-75.220508556	69.9	5.4	9.294	17.27		
T	20.562578820	-75.220653490	68.7	-7.7	9.309	15.12		
T	20.562637924	-75.220800125	68.0	-4.6	9.326	16.63		
T	20.562697301	-75.220923430	67.3	-4.2	9.341	14.44		
T	20.562784060	-75.221018082	67.4	0.2	9.354	13.77		
T	20.562897195	-75.221052050	67.5	0.7	9.367	13.02		
T	20.563037799	-75.221056760	68.1	4.0	9.383	15.57		
T	20.563151203	-75.221090785	68.4	2.2	9.396	13.05		
T	20.563264121	-75.221095420	69.4	8.4	9.408	12.51		
T	20.563377358	-75.221100956	71.2	14.1	9.421	12.55		
T	20.563519124	-75.221107888	74.7	22.4	9.437	15.71		
T	20.563660251	-75.221084033	78.4	23.5	9.453	15.82		
T	20.563799553	-75.220997254	82.4	22.4	9.470	17.88		
T	20.563968397	-75.220942297	85.8	17.2	9.490	19.55		
T	20.564109069	-75.220886202	88.0	13.0	9.507	16.64		
T	20.564278850	-75.220832403	89.4	7.3	9.526	19.62		
T	20.564419263	-75.220717908	88.3	-5.5	9.546	19.60		
T	20.564505654	-75.220694923	86.9	-14.4	9.556	9.86		
T	20.564620378	-75.220643281	84.6	-17.0	9.569	13.80		
T	20.564794855	-75.220599794	82.7	-9.6	9.589	19.84		
T	20.564911286	-75.220551036	82.3	-2.7	9.603	13.86		
T	20.565056352	-75.220473068	81.8	-2.6	9.621	18.00		
T	20.565200846	-75.220449426	82.7	5.4	9.637	16.19		
T	20.565375946	-75.220401521	82.5	-1.1	9.657	20.02		
T	20.565553989	-75.220417405	81.5	-4.8	9.677	19.78		
T	20.565761644	-75.220404922	80.1	-5.9	9.700	23.03		
T	20.565940148	-75.220389669	79.0	-5.6	9.720	19.83		
T	20.566119585	-75.220375144	78.0	-5.3	9.740	19.92		
T	20.566240375	-75.220386801	78.0	0.3	9.753	13.43		
T	20.566422172	-75.220404420	77.3	-3.5	9.774	20.21		
T	20.566573410	-75.220387969	73.8	-20.7	9.790	16.83		
T	20.566726268	-75.220403518	70.1	-21.6	9.807	17.00		
T	20.566910350	-75.220422246	65.8	-21.2	9.828	20.47		
T	20.567003824	-75.220463784	64.5	-11.5	9.839	11.22		
T	20.567221095	-75.220518062	62.3	-9.0	9.864	24.71		
T	20.567346208	-75.220563023	61.5	-5.6	9.878	14.62		
T	20.567532712	-75.220582184	60.4	-5.0	9.899	20.74		
T	20.567782525	-75.220607865	58.4	-7.4	9.927	27.79		
T	20.567969310	-75.220655095	58.5	0.7	9.948	21.26		
T	20.568125560	-75.220699855	58.4	-0.4	9.966	17.92		
T	20.568312289	-75.220714895	56.9	-7.4	9.987	20.73		
T	20.568498806	-75.220728650	55.3	-7.8	10.008	20.70		
T	20.568751740	-75.220813787	54.4	-3.2	10.037	29.38		
T	20.568941730	-75.220861794	54.5	0.9	10.059	21.62		
T	20.569098654	-75.220873364	55.4	5.0	10.076	17.42		
T	20.569289045	-75.220920533	55.9	2.1	10.098	21.64		
T	20.569511826	-75.220939450	54.2	-6.5	10.122	24.74		
T	20.569703475	-75.220955723	51.7	-11.9	10.144	21.29		
T	20.569928926	-75.221007426	50.1	-6.1	10.169	25.54		
T	20.570156042	-75.221091620	48.8	-4.9	10.196	26.63		
T	20.570348987	-75.221138368	48.0	-3.8	10.218	21.91		
T	20.570510285	-75.221182753	47.7	-1.6	10.236	18.45		
T	20.570671664	-75.221226820	47.2	-2.6	10.255	18.45		
T	20.570865716	-75.221273392	46.5	-3.3	10.277	22.03		
T	20.571058419	-75.221286084	46.1	-1.9	10.298	21.38		
T	20.571187212	-75.221326192	47.2	7.0	10.313	14.86		
T	20.571348238	-75.221336546	49.6	13.5	10.331	17.86		
T	20.571477525	-75.221376772	51.9	15.7	10.346	14.92		
T	20.571639966	-75.221388156	55.4	19.4	10.364	18.02		
T	20.571837265	-75.221372297	56.3	4.1	10.386	21.91		
T	20.571970060	-75.221352139	55.5	-5.3	10.400	14.85		
T	20.572372742	-75.221326046	47.1	-18.9	10.445	44.66		
T	20.572473945	-75.221303522	45.2	-16.8	10.457	11.45		
T	20.572642204	-75.221286338	44.8	-1.6	10.475	18.71		
T	20.572776597	-75.221265472	44.8	-0.5	10.490	15.04		
T	20.573078890	-75.221192757	42.3	-7.2	10.525	34.32		
T	20.573348895	-75.221149330	39.0	-10.9	10.555	30.23		
T	20.573484924	-75.221128111	37.9	-7.3	10.570	15.22		
T	20.573655295	-75.221077013	36.7	-6.3	10.590	19.60		
T	20.573794050	-75.221057629	35.3	-8.5	10.605	15.49		
T	20.573936601	-75.221008941	34.3	-6.1	10.622	16.58		
T	20.574071965	-75.220985308	33.3	-6.8	10.637	15.19		
T	20.574239740	-75.220962128	32.8	-2.6	10.656	18.73		
T	20.574375689	-75.220971142	33.3	3.0	10.671	15.08		
T	20.574544653	-75.220915522	34.3	5.4	10.690	19.58		
T	20.574647842	-75.220922995	34.9	5.1	10.702	11.45		
T	20.574814288	-75.220864263	36.8	9.6	10.721	19.42		
T	20.574982434	-75.220839571	38.8	10.6	10.740	18.79		
T	20.575152301	-75.220849027	40.5	9.4	10.759	18.83		
T	20.575253038	-75.220820489	41.7	10.0	10.770	11.54		
T	20.575423502	-75.220829942	41.5	-1.2	10.789	18.90		
T	20.575524584	-75.220801341	41.0	-4.0	10.801	11.58		
T	20.575695721	-75.220810845	40.0	-5.5	10.820	18.97		
T	20.575868143	-75.220821148	39.0	-5.0	10.839	19.12		
T	20.576042292	-75.220865816	39.0	0.0	10.859	19.83		
T	20.576179965	-75.220906652	39.3	2.0	10.875	15.83		
T	20.576314378	-75.220878071	39.9	3.5	10.890	15.18		
T	20.576447234	-75.220814690	41.0	7.4	10.906	16.12		
T	20.576542599	-75.220680174	42.8	9.8	10.923	17.55		
T	20.576603879	-75.220544088	44.0	7.9	10.939	15.73		
T	20.576596991	-75.220405174	45.5	10.3	10.954	14.50		
T	20.576590995	-75.220267010	46.9	9.5	10.968	14.42		
T	20.576618206	-75.220096165	48.5	8.9	10.986	18.07		
T	20.576609206	-75.219889016	48.8	1.6	11.008	21.62		
T	20.576601710	-75.219716457	48.8	0.0	11.026	18.01		
T	20.576483079	-75.219400205	47.7	-3.3	11.061	35.49		
T	20.576439176	-75.219225047	49.2	8.3	11.080	18.90		
T	20.576395415	-75.219016764	52.3	13.9	11.102	22.25		
T	20.576356582	-75.218812067	55.1	12.9	11.124	21.77		
T	20.576251035	-75.218606125	54.5	-2.7	11.149	24.45		
T	20.576212821	-75.218368622	52.0	-9.9	11.174	25.12		
T	20.576108356	-75.218163596	49.1	-11.8	11.198	24.30		
T	20.576070164	-75.217926217	45.8	-13.2	11.223	25.11		
T	20.576033703	-75.217790115	43.5	-15.7	11.238	14.75		
T	20.576026297	-75.217518322	41.9	-5.7	11.266	28.35		
T	20.575987965	-75.217347731	42.9	5.5	11.285	18.29		
T	20.575878909	-75.217040197	44.4	4.5	11.319	34.26		
T	20.575839253	-75.216835575	45.0	2.8	11.341	21.78		
T	20.575833616	-75.216698680	45.0	-0.2	11.355	14.29		
T	20.575792833	-75.216560374	44.4	-3.7	11.370	15.11		
T	20.575753957	-75.216389830	43.6	-4.7	11.388	18.29		
T	20.575711453	-75.216183957	43.9	1.4	11.410	21.97		
T	20.575668982	-75.215978247	44.3	1.9	11.432	21.96		
T	20.575662101	-75.215807593	44.7	2.1	11.450	17.81		
T	20.575656597	-75.215671105	46.1	10.2	11.464	14.24		
T	20.575648344	-75.215466433	48.3	10.2	11.486	21.36		
T	20.575642028	-75.215296200	50.1	10.2	11.503	17.76		
T	20.575637148	-75.215126699	50.1	-0.2	11.521	17.68		
T	20.575665631	-75.214990855	50.2	0.7	11.536	14.51		
T	20.575656290	-75.214752401	49.8	-1.7	11.560	24.88		
T	20.575685869	-75.214617025	50.5	5.0	11.575	14.49		
T	20.575747357	-75.214414107	52.3	8.2	11.597	22.22		
T	20.575775815	-75.214244614	54.0	9.2	11.615	17.95		
T	20.575770061	-75.214074680	54.5	3.3	11.633	17.73		
T	20.575798525	-75.213905123	54.7	1.1	11.651	17.96		
T	20.575790100	-75.213667100	53.1	-6.7	11.676	24.83		
T	20.575783777	-75.213497004	52.6	-2.9	11.693	17.75		
T	20.575772396	-75.213190929	52.7	0.5	11.725	31.94		
T	20.575763548	-75.212952952	53.5	2.9	11.750	24.83		
T	20.575825644	-75.212783227	54.9	7.6	11.769	18.98		
T	20.575813559	-75.212510678	56.7	6.4	11.798	28.45		
T	20.575795601	-75.212203034	58.5	5.5	11.830	32.14		
T	20.575814543	-75.211930003	59.0	1.9	11.858	28.54		
T	20.575806569	-75.211793512	60.4	9.9	11.873	14.26		
T	20.575833473	-75.211657131	62.0	11.0	11.887	14.53		
T	20.575858380	-75.211486664	62.8	4.1	11.905	17.99		
T	20.575920184	-75.211350251	63.5	4.4	11.921	15.78		
T	20.575976044	-75.211111509	64.0	2.0	11.946	25.65		
T	20.576069696	-75.210940512	63.8	-0.7	11.967	20.62		
T	20.576064813	-75.210872215	64.0	3.2	11.974	7.14		
T	20.576083034	-75.210633183	65.4	5.4	11.999	25.00		
T	20.576140667	-75.210462143	67.2	9.5	12.018	18.94		
T	20.576200672	-75.210325156	69.3	13.7	12.034	15.75		
T	20.576260692	-75.210188131	71.9	16.4	12.050	15.76		
T	20.576320730	-75.210051069	74.9	19.1	12.065	15.76		
T	20.576345991	-75.209914436	76.4	9.8	12.080	14.52		
T	20.576406040	-75.209777336	76.9	3.5	12.096	15.76		
T	20.576430641	-75.209640661	77.2	2.1	12.110	14.51		
T	20.576446128	-75.209469372	78.1	4.7	12.128	17.94		
T	20.576496348	-75.209297697	81.1	16.4	12.147	18.74		
T	20.576511775	-75.209126827	84.5	18.8	12.165	17.90		
T	20.576565781	-75.208989460	87.2	17.6	12.180	15.52		
T	20.576526552	-75.208784886	92.8	25.6	12.202	21.77		
T	20.576478709	-75.208513623	100.9	28.2	12.231	28.77		
T	20.576438471	-75.208243896	109.9	31.4	12.259	28.47		
T	20.576375859	-75.208008617	118.5	33.8	12.285	25.49		
T	20.576308321	-75.207708404	129.4	33.9	12.317	32.18		
T	20.576202435	-75.207478188	140.1	39.9	12.344	26.71		
T	20.576142642	-75.207347150	145.6	36.6	12.359	15.18		
T	20.576068558	-75.207150925	153.6	36.1	12.381	22.04		
T	20.575976419	-75.206824665	166.0	34.9	12.416	35.51		
T	20.575859232	-75.206565420	169.9	13.1	12.446	29.98		
T	20.575844824	-75.206434720	174.4	33.2	12.460	13.72		
T	20.575784705	-75.206240905	176.8	11.2	12.481	21.28		
T	20.575777814	-75.206010964	177.3	1.9	12.505	23.99		
T	20.575774125	-75.205813579	175.8	-7.1	12.526	20.58		
T	20.575763814	-75.205650134	174.2	-9.5	12.543	17.08		
T	20.575755467	-75.205387530	168.9	-19.2	12.571	27.40		
T	20.575755608	-75.205156433	164.2	-19.5	12.595	24.09		
T	20.575756155	-75.204925052	162.2	-8.3	12.619	24.12		
T	20.575747333	-75.204794620	163.1	6.6	12.632	13.63		
T	20.575720234	-75.204536136	168.2	18.9	12.659	27.12		
T	20.575710915	-75.204439191	170.6	23.7	12.670	10.16		
T	20.575718951	-75.204179404	180.7	37.0	12.697	27.10		
T	20.575708069	-75.204050163	185.1	32.7	12.710	13.53		
T	20.575681229	-75.203760481	192.8	25.2	12.741	30.35		
T	20.575667367	-75.203665469	194.5	17.8	12.751	10.02		
T	20.575677504	-75.203439626	194.1	-1.7	12.774	23.57		
T	20.575696819	-75.203202975	189.0	-20.7	12.799	24.77		
T	20.575778244	-75.203062084	185.0	-23.4	12.816	17.24		
T	20.575820886	-75.202891551	180.3	-25.4	12.835	18.40		
T	20.575901900	-75.202750022	175.8	-25.8	12.852	17.27		
T	20.575958045	-75.202574054	169.6	-32.0	12.871	19.37		
T	20.576048283	-75.202428400	164.0	-31.0	12.889	18.18		
T	20.576099980	-75.202286249	158.4	-34.9	12.905	15.89		
T	20.576151848	-75.202143633	152.8	-35.4	12.921	15.94		
T	20.576199754	-75.202002111	147.6	-32.9	12.937	15.68		
T	20.576245759	-75.201860987	142.8	-31.0	12.953	15.57		
T	20.576252964	-75.201690294	138.9	-21.8	12.970	17.81		
T	20.576261624	-75.201485121	138.3	-3.1	12.992	21.41		
T	20.576263578	-75.201349738	138.4	1.0	13.006	14.12		
T	20.576227656	-75.201184796	139.6	7.0	13.024	17.65		
T	20.576146462	-75.201027469	142.5	15.1	13.042	18.70		
T	20.576070056	-75.200901986	146.3	24.7	13.058	15.58		
T	20.575993768	-75.200776700	150.0	24.0	13.073	15.56		
T	20.575920983	-75.200582811	152.7	12.4	13.095	21.76		
T	20.575848600	-75.200388928	151.7	-4.8	13.117	21.74		
T	20.575778845	-75.200227510	147.9	-20.2	13.135	18.52		
T	20.575708589	-75.200100079	143.7	-27.4	13.151	15.40		
T	20.575643161	-75.199970231	139.4	-28.1	13.166	15.35		
T	20.575581641	-75.199838306	134.7	-30.5	13.181	15.35		
T	20.575483606	-75.199710775	131.3	-20.1	13.199	17.16		
T	20.575380833	-75.199586010	129.3	-11.3	13.216	17.28		
T	20.575273579	-75.199464043	127.6	-9.6	13.233	17.40		
T	20.575140446	-75.199340871	132.7	26.1	13.253	19.55		
T	20.575007748	-75.199217688	136.8	20.5	13.272	19.51		
T	20.574869580	-75.199098134	136.9	0.5	13.292	19.73		
T	20.574736573	-75.198975725	135.6	-6.6	13.312	19.49		
T	20.574604867	-75.198819195	132.9	-12.2	13.333	21.89		
T	20.574467251	-75.198700388	132.5	-2.1	13.353	19.64		
T	20.574322042	-75.198587177	130.3	-10.7	13.373	19.94		
T	20.574174548	-75.198476231	127.6	-13.8	13.393	20.01		
T	20.574029167	-75.198364546	128.3	3.6	13.413	19.87		
T	20.573917732	-75.198249621	129.1	4.6	13.430	17.20		
T	20.573764327	-75.198111938	133.3	18.8	13.452	22.24		
T	20.573613289	-75.198006855	138.6	26.4	13.472	19.99		
T	20.573455231	-75.197908218	143.9	26.2	13.493	20.30		
T	20.573336000	-75.197802480	148.8	28.6	13.510	17.20		
T	20.573255356	-75.197689279	156.0	48.9	13.525	14.80		
T	20.573135086	-75.197585928	165.7	56.7	13.542	17.13		
T	20.572978554	-75.197490257	175.4	48.5	13.562	20.00		
T	20.572859518	-75.197387878	181.2	34.1	13.579	16.96		
T	20.572704376	-75.197293419	186.3	25.4	13.599	19.80		
T	20.572550934	-75.197166021	190.5	19.7	13.620	21.56		
T	20.572416930	-75.197054850	192.8	12.2	13.639	18.83		
T	20.572283245	-75.196943943	194.0	6.4	13.658	18.78		
T	20.572149878	-75.196833302	193.0	-5.3	13.676	18.74		
T	20.572046242	-75.196721565	190.8	-13.3	13.693	16.35		
T	20.571911619	-75.196613295	189.1	-9.1	13.711	18.70		
T	20.571841364	-75.196562387	190.1	10.4	13.721	9.42		
T	20.571735537	-75.196486920	191.4	9.1	13.735	14.11		
T	20.571600758	-75.196445607	192.5	7.4	13.751	15.53		
T	20.571487571	-75.196346598	196.0	21.3	13.767	16.24		
T	20.571274216	-75.196234291	205.9	37.4	13.793	26.36		
T	20.571132840	-75.196138218	218.2	66.3	13.812	18.58		
T	20.570994885	-75.196039368	226.1	42.9	13.830	18.43		
T	20.570858647	-75.195939519	231.5	29.7	13.848	18.33		
T	20.570727889	-75.195834070	231.3	-1.1	13.867	18.18		
T	20.570600154	-75.195725630	228.9	-13.4	13.885	18.11		
T	20.570448127	-75.195613534	223.9	-24.2	13.905	20.49		
T	20.570329866	-75.195526310	219.5	-27.9	13.921	15.94		
T	20.570187590	-75.195434393	214.5	-26.8	13.940	18.44		
T	20.570072576	-75.195310634	209.1	-30.1	13.958	18.13		
T	20.569953947	-75.195256370	203.6	-38.4	13.972	14.30		
T	20.569836036	-75.195201270	199.9	-26.1	13.986	14.26		
T	20.569720694	-75.195175052	196.5	-25.9	13.999	13.06		
T	20.569634129	-75.195147407	194.7	-18.1	14.009	10.01		
T	20.569518519	-75.195089255	192.1	-18.1	14.024	14.16		
T	20.569374258	-75.195064844	190.3	-11.4	14.040	16.17		
T	20.569172367	-75.195043670	189.0	-5.5	14.062	22.46		
T	20.568915309	-75.195022097	183.6	-19.1	14.091	28.55		
T	20.568685804	-75.194968503	175.5	-30.9	14.117	26.02		
T	20.568422133	-75.194893058	166.1	-31.3	14.147	30.23		
T	20.568212008	-75.194821938	161.5	-18.6	14.171	24.42		
T	20.567941181	-75.194826297	161.2	-1.0	14.201	29.99		
T	20.567605546	-75.194785352	173.5	32.8	14.239	37.40		
T	20.567359620	-75.194735378	184.6	40.1	14.267	27.72		
T	20.567299505	-75.194744996	185.7	16.3	14.273	6.73		
T	20.567057309	-75.194723443	188.6	10.7	14.300	26.91		
T	20.566936172	-75.194681269	188.4	-1.5	14.314	14.11		
T	20.566790653	-75.194665569	187.3	-6.5	14.330	16.19		
T	20.566673885	-75.194647668	186.5	-6.1	14.344	13.06		
T	20.566496261	-75.194610899	182.6	-19.3	14.364	20.04		
T	20.566321440	-75.194601402	178.6	-20.7	14.383	19.38		
T	20.566123668	-75.194582036	173.3	-24.3	14.405	21.99		
T	20.565925838	-75.194595872	169.4	-17.9	14.427	21.95		
T	20.565700356	-75.194545313	163.2	-24.1	14.452	25.51		
T	20.565474892	-75.194527914	158.0	-21.0	14.477	25.03		
T	20.565334129	-75.194504570	154.2	-24.1	14.493	15.77		
T	20.565137036	-75.194518475	151.5	-12.3	14.515	21.87		
T	20.564968276	-75.194530385	149.2	-11.9	14.534	18.72		
T	20.564799689	-75.194542276	146.3	-16.0	14.553	18.71		
T	20.564603250	-75.194556020	141.5	-21.8	14.574	21.80		
T	20.564519145	-75.194561849	139.1	-26.0	14.584	9.33		
T	20.564379294	-75.194604139	135.7	-20.8	14.600	16.10		
T	20.564267577	-75.194644447	134.0	-13.1	14.613	13.06		
T	20.564044466	-75.194724949	133.2	-3.1	14.639	26.09		
T	20.563849675	-75.194803374	133.4	0.7	14.662	23.06		
T	20.563683310	-75.194912665	132.3	-4.8	14.684	21.66		
T	20.563545425	-75.195052371	131.8	-2.6	14.705	21.10		
T	20.563434887	-75.195125067	131.1	-4.7	14.719	14.40		
T	20.563296727	-75.195199632	130.2	-5.4	14.736	17.16		
T	20.563186779	-75.195270857	130.3	0.8	14.751	14.26		
T	20.563104912	-75.195338833	129.7	-4.8	14.762	11.51		
T	20.563023765	-75.195437884	128.0	-12.4	14.776	13.69		
T	20.562943953	-75.195599369	125.6	-13.0	14.795	19.02		
T	20.562918222	-75.195694777	124.1	-14.5	14.805	10.35		
T	20.562893175	-75.195821173	121.9	-15.8	14.819	13.47		
T	20.562895983	-75.195944541	122.9	7.4	14.831	12.87		
T	20.562873520	-75.196126321	123.5	3.3	14.851	19.12		
T	20.562850789	-75.196309492	123.5	-0.0	14.870	19.26		
T	20.562827257	-75.196462343	123.7	1.0	14.886	16.15		
T	20.562803731	-75.196615159	123.7	0.3	14.902	16.15		
T	20.562779403	-75.196737675	123.6	-1.0	14.915	13.06		
T	20.562727531	-75.196861606	122.8	-5.6	14.929	14.14		
T	20.562703217	-75.196984067	122.8	-0.1	14.942	13.05		
T	20.562651369	-75.197107928	121.8	-7.1	14.956	14.13		
T	20.562601154	-75.197292233	120.7	-5.2	14.976	20.01		
T	20.562578163	-75.197476773	119.7	-5.1	14.996	19.41		
T	20.562554422	-75.197630740	119.8	0.6	15.012	16.27		
T	20.562502431	-75.197755542	119.0	-5.9	15.026	14.23		
T	20.562479479	-75.197939835	120.3	7.0	15.046	19.38		
T	20.562458817	-75.198215382	121.6	4.4	15.075	28.82		
T	20.562409184	-75.198431209	121.3	-1.3	15.098	23.17		
T	20.562386890	-75.198646319	121.8	2.3	15.120	22.57		
T	20.562364411	-75.198827961	121.5	-1.7	15.139	19.10		
T	20.562314588	-75.199010353	120.3	-6.1	15.159	19.80		
T	20.562319578	-75.199190542	121.1	4.6	15.178	18.80		
T	20.562298826	-75.199431882	124.0	11.4	15.203	25.27		
T	20.562278877	-75.199703381	123.4	-2.1	15.232	28.40		
T	20.562285554	-75.199943504	120.4	-12.1	15.257	25.05		
T	20.562238186	-75.200182102	115.0	-21.1	15.282	25.43		
T	20.562247512	-75.200443990	111.1	-14.6	15.309	27.33		
T	20.562255820	-75.200677285	108.6	-10.2	15.334	24.34		
T	20.562261000	-75.200890873	107.6	-4.2	15.356	22.28		
T	20.562265691	-75.201106317	109.0	5.9	15.379	22.47		
T	20.562269036	-75.201260022	112.0	19.1	15.395	16.03		
T	20.562271710	-75.201382877	114.5	19.4	15.407	12.81		
T	20.562275200	-75.201535726	119.5	31.1	15.423	15.94		
T	20.562278006	-75.201657853	123.5	31.6	15.436	12.74		
T	20.562253882	-75.201812331	128.1	28.4	15.452	16.33		
T	20.562258097	-75.201995201	132.7	23.8	15.471	19.07		
T	20.562233374	-75.202118635	134.5	13.5	15.485	13.16		
T	20.562237558	-75.202268438	134.5	-0.0	15.500	15.63		
T	20.562245926	-75.202568066	124.5	-32.0	15.532	31.26		
T	20.562225762	-75.202839814	113.3	-39.4	15.560	28.42		
T	20.562232124	-75.203047997	107.4	-27.0	15.582	21.72		
T	20.562237627	-75.203226426	108.5	5.8	15.600	18.61		
T	20.562241296	-75.203345446	109.6	8.8	15.613	12.42		
T	20.562245533	-75.203495259	113.2	23.1	15.628	15.63		
T	20.562248121	-75.203681597	118.8	29.1	15.648	19.43		
T	20.562194791	-75.203840643	125.9	39.9	15.665	17.60		
T	20.562198857	-75.204118033	139.9	48.5	15.694	28.93		
T	20.562203235	-75.204298432	146.5	35.3	15.713	18.82		
T	20.562179305	-75.204482080	152.0	28.5	15.732	19.33		
T	20.562183213	-75.204694572	156.1	18.2	15.755	22.16		
T	20.562162206	-75.204965862	153.5	-9.1	15.783	28.38		
T	20.562113032	-75.205145876	145.5	-40.7	15.803	19.54		
T	20.562089322	-75.205265538	139.3	-48.2	15.815	12.75		
T	20.562097190	-75.205532519	131.8	-27.0	15.843	27.85		
T	20.562075238	-75.205773547	128.4	-13.7	15.868	25.25		
T	20.562079234	-75.205922351	130.4	12.8	15.884	15.52		
T	20.562084825	-75.206130638	136.3	27.2	15.906	21.73		
T	20.562089940	-75.206339383	144.5	37.7	15.927	21.77		
T	20.562148759	-75.206516162	148.4	20.3	15.947	19.55		
T	20.562178881	-75.206634320	150.3	14.5	15.960	12.76		
T	20.562208994	-75.206752445	153.0	21.0	15.972	12.76		
T	20.562239098	-75.206870538	156.3	26.2	15.985	12.76		
T	20.562269469	-75.206988436	158.9	20.4	15.998	12.74		
